temperature,visibility,air_pressure,wind_speed,date_time
31.53,14.206720253718284,1014.0,,2021-09-11
32.44,14.559348405312972,1011.5,,2021-09-12
36.735,14.699467609162491,1009.0,,2021-09-13
33.37,14.255187206712797,1010.5,,2021-09-14
31.745,13.933316929133857,1012.5,,2021-09-15
29.7,9.999726596675416,1013.0,,2021-09-16
