Country_Name,Deaths,Confirmed
US,65,4980
US,15,1159
US,194,14418
US,100,3910
US,28,2435
US,56,2826
US,88,6869
US,21,2044
US,16,475
US,164,6514
US,40,2058
US,1425,101075
US,79,6320
US,39,2935
US,220,19708
US,26,1769
US,49,5413
US,30,2050
US,87,11209
US,32,2027
US,27,1527
US,10,1595
US,52,2867
US,48,1901
US,69,3280
US,27,1115
US,77,4219
US,23,1760
US,119,12389
US,18,1621
US,40,3191
US,70,4331
US,22,1413
US,44,2144
US,142,8772
US,35,2557
US,31,1196
US,30,2778
US,17,693
US,57,3542
US,32,1489
US,49,1764
US,36,3794
US,5,2570
US,79,4512
US,70,6798
US,10,825
US,61,3469
US,86,9090
US,14,1104
US,16,741
US,5,1476
US,72,4524
US,133,8557
US,15,1877
US,138,8567
US,15,278
US,25,2368
US,22,2839
US,49,2662
US,37,6605
US,88,5990
US,46,2615
US,26,2349
US,60,4331
US,28,1437
US,16,1571
US,9,1011
US,0,9
US,21,2155
US,201,21451
US,42,1999
US,50,2541
US,28,2055
US,66,6364
US,8,884
US,23,2845
US,229,9691
US,97,4314
US,216,20454
US,50,3400
US,149,6550
US,100,5258
US,87,2259
US,353,19952
US,857,36342
US,519,31201
US,32,1660
US,7,807
US,44,1630
US,58,1888
US,67,2882
US,99,4369
US,1041,59876
US,28,1445
US,131,4321
US,111,5307
US,126,3916
US,69,3479
US,199,11700
US,118,5566
US,58,2551
US,1044,66454
US,112,4279
US,41,2468
US,363,36023
US,261,16673
US,105,6316
US,313,22875
US,49,2022
US,94,4149
US,112,5815
US,915,44196
US,515,28019
US,0,0
US,34,3636
US,80,3605
US,400,19434
US,42,1236
US,71,3836
US,67,4036
US,80,6509
US,115,8451
US,12,1242
US,61,3239
US,153,5973
US,309,12874
US,141,7838
US,192,7988
US,636,40740
US,434,21399
US,8,458
US,273,18217
US,0,512
US,92,3550
US,158,9372
US,134,5123
US,183,7391
US,131,5922
US,69,4198
US,44,1727
US,39,1412
US,52,2407
US,89,8915
US,60,2587
US,212,18640
US,17,1548
US,41,1723
US,86,7284
US,7,1376
US,3,1251
US,0,0
US,71,3936
US,114,8003
US,7,813
US,12,1595
US,36,2727
US,0,5
US,23,1622
US,19,1090
US,143,14956
US,218,7894
US,691,48005
US,1721,70674
US,1284,56652
US,90,4759
US,34,2583
US,264,10348
US,162,7288
US,225,12772
US,68,3417
US,351,21883
US,69,2336
US,312,18296
US,265,20932
US,51,1480
US,1654,76933
US,1634,92993
US,59,3322
US,44,2834
US,138,7364
US,49,2393
US,67,0
US,348,16205
US,187,9161
US,109,4332
US,488,15880
US,304,7580
US,1785,72976
US,6,3595
US,2438,104098
US,115,2873
US,1564,58352
US,307,10046
US,3821,146251
US,1823,59529
US,1474,53701
US,1872,100282
US,6,52063
US,2295,84041
US,37,839
US,7,579
US,167,12238
US,66,2523
US,33,1805
US,31,1308
US,41,905
US,74,6489
US,365,11938
US,38,1373
US,304,16734
US,102,5626
US,327,15759
US,80,5976
US,27,1941
US,52,2121
US,34,2750
US,89,2729
US,97,8244
US,14,1076
US,95,4589
US,75,3025
US,214,11064
US,45,2639
US,5,320
US,1008,44813
US,62,2509
US,53,1547
US,104,7172
US,123,4357
US,100,4882
US,45,3330
US,86,4324
US,412,26806
US,82,6853
US,78,2229
US,53,1169
US,102,6793
US,305,17391
US,418,25509
US,31,1280
US,894,79359
US,2,189
US,17,722
US,215,9879
US,21,1377
US,176,10316
US,206,18670
US,5,514
US,4,843
US,2544,106828
US,26,1389
US,66,5422
US,39,2458
US,39,3476
US,44,2458
US,155,26825
US,103,8226
US,29,1580
US,277,16639
US,119,6548
US,21,697
US,380,17595
US,71,5198
US,2525,128466
US,62,2925
US,45,1939
US,22,536
US,31,2113
US,31,734
US,42,2573
US,453,35582
US,17,2016
US,35,1130
US,57,2012
US,638,23054
US,127,4418
US,5,509
US,113,7104
US,465,19454
US,104,6838
US,179,6054
US,0,33
US,144,7739
US,308,28871
US,5317,177996
US,50,3013
US,38,1503
US,473,46461
US,58,4112
US,69,4687
US,98,6186
US,4,646
US,47,8282
US,42,3331
US,59,3779
US,51,11647
US,34,3196
US,39,1656
US,56,6808
US,92,8740
US,18,968
US,0,199
US,24,1740
US,100,7457
US,489,50485
US,3,2273
US,83,5146
US,22,1699
US,10,1803
US,37,4049
US,76,5327
US,8,632
US,1843,136379
US,16,1941
US,41,2162
US,70,4751
US,70,4964
US,12,1325
US,29,1589
US,88,7245
US,22,513
US,19,1039
US,22,814
US,21,888
US,4,372
US,29,3265
US,4,614
US,54,3817
US,9,628
US,18,981
US,33,2513
US,61,4746
US,46,2927
US,59,3421
US,62,4525
US,34,5319
US,10,1124
US,47,3583
US,50,4364
US,9,604
US,108,15162
US,89,6409
US,20,1806
US,23,3630
US,26,1211
US,75,4150
US,8,1255
US,932,56935
US,7,452
US,41,1900
US,46,1936
US,116,8818
US,19,1361
US,21,2241
US,141,18942
US,99,12993
US,10,1665
US,328,19432
US,234,24075
US,21,4659
US,11,994
US,19,1154
US,34,3089
US,5,407
US,93,496
US,4,2304
US,23,1741
US,23,2739
US,306,29690
US,10,1469
US,14,879
US,52,5272
US,159,17791
US,20,1210
US,109,4101
US,81,4820
US,49,1850
US,82,3108
US,27,1329
US,140,5798
US,37,2480
US,35,1540
US,62,2692
US,24,1184
US,33,1224
US,84,2625
US,67,2740
US,93,3750
US,79,4022
US,89,3939
US,318,28440
US,212,12584
US,26,1106
US,64,4262
US,41,1951
US,96,3367
US,99,6794
US,430,30728
US,545,29947
US,82,2510
US,35,1185
US,6,186
US,89,4163
US,314,21996
US,58,3009
US,32,847
US,40,1589
US,205,12570
US,36,1321
US,131,7732
US,115,9728
US,283,10943
US,30,1961
US,80,3793
US,203,13850
US,137,4294
US,123,5037
US,165,9738
US,259,13625
US,95,3862
US,115,5671
US,155,6071
US,48,1629
US,192,6181
US,68,3453
US,37,1675
US,114,6529
US,115,5835
US,187,8282
US,48,1872
US,125,5158
US,88,5712
US,71,4138
US,21,988
US,339,20547
US,87,4257
US,20,599
US,106,4081
US,44,2331
US,49,3305
US,102,3978
US,46,2099
US,93,4030
US,78,4158
US,83,3073
US,32,1423
US,0,0
US,85,5442
US,54,1955
US,150,6178
US,143,6492
US,60,4045
US,38,1823
US,34,968
US,89,2919
US,46,2094
US,83,4037
US,27,3145
US,23,2530
US,6,578
US,60,3455
US,56,3952
US,19,1622
US,37,1955
US,40,2286
US,15,1387
US,118,22833
US,172,12704
US,60,5682
US,18,1054
US,60,6792
US,114,5731
US,145,10790
US,25,1283
US,12,930
US,133,12618
US,25,1572
US,8,942
US,143,12167
US,12,909
US,186,13134
US,71,2535
US,153,12140
US,31,2464
US,45,3254
US,17,820
US,38,2126
US,12,933
US,33,1349
US,28,1653
US,38,1489
US,55,3801
US,194,12733
US,47,1975
US,23,1119
US,622,40962
US,41,1422
US,15,1029
US,43,2876
US,17,960
US,16,579
US,10,1274
US,65,5272
US,10,1176
US,571,50870
US,308,21207
US,279,28257
US,64,6263
US,704,57815
US,3,468
US,119,4993
US,63,4196
US,97,4865
US,21,1468
US,55,7891
US,23,1750
US,58,2449
US,19,1987
US,18,2051
US,15,891
US,58,4785
US,38,3270
US,2,385
US,68,3638
US,31,1879
US,36,2387
US,12,1206
US,17,1355
US,53,2387
US,49,2780
US,108,7343
US,31,3143
US,7,1199
US,19,2009
US,25,998
US,39,1871
US,32,2678
US,88,6667
US,165,5652
US,31,2284
US,54,5410
US,48,4856
US,65,4693
US,6,555
US,14,1411
US,34,3289
US,39,2580
US,3,518
US,19,1489
US,43,3570
US,7,393
US,4,313
US,94,6136
US,15,877
US,7,807
US,511,51151
US,9,1117
US,128,10757
US,2404,118910
US,572,29392
US,20,2149
US,56,3648
US,62,3658
US,14,1095
US,132,8522
US,34,2771
US,0,0
US,54,2743
US,33,4219
US,56,3484
US,17,1328
US,82,5291
US,2,204
US,43,2365
US,13,1006
US,77,2715
US,24,923
US,8,604
US,19,1017
US,5,159
US,197,11393
US,7,543
US,18,1350
US,8,204
US,32,1231
US,22,1300
US,3,376
US,31,1295
US,127,15077
US,64,16251
US,3,102
US,45,1682
US,2,61
US,2,263
US,47,2362
US,9,1227
US,1,107
US,43,2536
US,96,8058
US,1,158
US,34,2193
US,8,897
US,2,206
US,7,171
US,9,434
US,111,11297
US,14,412
US,24,1692
US,1,14
US,17,578
US,3,567
US,8,179
US,13,1079
US,2,146
US,52,3694
US,18,1375
US,56,1762
US,50,1329
US,16,807
US,5,446
US,90,4536
US,16,843
US,7,432
US,6,602
US,11,820
US,1,58
US,0,0
US,18,963
US,9,201
US,6,131
US,296,20841
US,46,2993
US,7,536
US,1,22
US,0,36
US,0,21
US,4,584
US,8,944
US,3,176
US,2,220
US,57,5521
US,12,671
US,11,850
US,16,2676
US,11,776
US,5,463
US,7,301
US,16,938
US,11,706
US,21,1593
US,15,1056
US,19,852
US,65,3939
US,12,749
US,31,2888
US,1,107
US,9,611
US,62,4964
US,718,71755
US,4,185
US,8,507
US,4,242
US,1,193
US,5,508
US,19,2188
US,1,113
US,1,153
US,5,187
US,4,41
US,1,214
US,117,7863
US,17,967
US,0,219
US,0,61
US,5,255
US,16,865
US,2,54
US,10,559
US,1,669
US,9,641
US,5,690
US,10,723
US,0,54
US,1,423
US,12,888
US,170,31468
US,60,3874
US,0,82
US,0,42
US,44,4303
US,1,29
US,15,787
US,7,513
US,10,414
US,15,696
US,11,434
US,10,1473
US,1,234
US,11,294
US,10,1001
US,20,642
US,50,4152
US,9,585
US,15,1214
US,19,738
US,2,102
US,2,2044
US,131,22854
US,16,2534
US,48,4193
US,32,1761
US,10,530
US,4,212
US,0,39
US,11,372
US,4,495
US,1,53
US,11,848
US,118,27873
US,2,327
US,25,2198
US,7,1090
US,7,391
US,0,39
US,11,1768
US,135,7640
US,53,2647
US,5278,308228
US,42,3913
US,69,5930
US,0,43
US,0,78
US,16,1459
US,10,532
US,3,436
US,77,4788
US,8,429
US,122,3803
US,21,1014
US,4,146
US,0,0
US,757,55902
US,9,800
US,107,4843
US,16,2885
US,42,4469
US,46,2308
US,30,4676
US,657,39373
US,121,10709
US,279,26765
US,102,11075
US,29,2140
US,1,473
US,711,35010
US,2922,112265
US,906,49175
US,1369,61195
US,220,10970
US,449,18677
US,3091,100911
US,669,33862
US,2350,93270
US,180,10869
US,976,36641
US,2392,99220
US,1669,84599
US,1257,54023
US,2233,84370
US,1968,77381
US,194,6783
US,856,32592
US,312,15194
US,0,823
US,2011,76120
US,243,10843
US,1014,67462
US,6,132
US,178,11073
US,130,3118
US,46,993
US,92,6570
US,3,212
US,507,27379
US,167,9477
US,45,1932
US,15,549
US,2,14
US,10,519
US,213,11772
US,22,2365
US,8,630
US,92,3662
US,488,13358
US,8,229
US,92,5015
US,12,778
US,82,4273
US,63,2455
US,519,17402
US,17,2065
US,248,13977
US,157,11839
US,52,893
US,62,1512
US,56,2086
US,16,1111
US,0,4786
US,10,283
US,130,7968
US,366,27355
US,90,3790
US,6659,197900
US,374,20560
US,94,6321
US,98,7378
US,152,10016
US,141,8461
US,84,3985
US,33,5204
US,107,4429
US,65,4486
US,39,2756
US,473,32529
US,1859,95853
US,27,1824
US,13,3090
US,95,5001
US,125,5796
US,82,3761
US,3,382
US,111,5705
US,70,6872
US,10657,309602
US,36,3019
US,62,4945
US,91,5090
US,1141,75370
US,131,4787
US,3229,200945
US,4586,156339
US,379,21366
US,524,24556
US,690,43420
US,95,8118
US,875,52862
US,83,3402
US,97,8819
US,49,3924
US,281,0
US,95,11497
US,10096,299276
US,154,12667
US,1892,83364
US,765,49679
US,180,17650
US,211,14703
US,19,1951
US,15,1184
US,58,2281
US,105,7956
US,151,7747
US,3479,220096
US,79,7480
US,65,4178
US,56,5471
US,267,15633
US,24,105
US,74,4336
US,58,3572
US,75,6476
US,2317,138299
US,54,3750
US,26,1293
US,299,22485
US,97,5507
US,5,1319
US,62,3217
US,45,2858
US,23,2377
US,108,5796
US,46,2147
US,82,4914
US,186,13460
US,351,23001
US,164,12981
US,283,28532
US,111,11339
US,7,828
US,58,6791
US,31,2634
US,335,24272
US,91,6017
US,50,3841
US,37,1865
US,21,1270
US,252,15107
US,187,9036
US,134,11786
US,396,38637
US,19,2089
US,10,3184
US,226,21758
US,53,5264
US,154,8484
US,244,30929
US,115,6701
US,466,44568
US,55,8425
US,482,33569
US,14,873
US,19,1042
US,92,6972
US,50,2948
US,778,57863
US,121,6794
US,202,15537
US,110,5912
US,168,12941
US,65,2439
US,63,6263
US,9,752
US,259,24316
US,62,4632
US,261,28425
US,29,1082
US,91,8023
US,134,7900
US,89,12643
US,45,3972
US,45,2180
US,53,3041
US,66,6940
US,1067,139478
US,16,1738
US,100,3965
US,218,11619
US,204,13352
US,207,25201
US,62,2193
US,192,23223
US,102,10301
US,14,1353
US,92,4053
US,80,7513
US,11,1265
US,77,4259
US,122,25401
US,36,1901
US,264,18165
US,120,6188
US,332,22443
US,190,9822
US,347,23017
US,254,9334
US,120,9977
US,97,4902
US,152,9835
US,83,5155
US,191,10277
US,21,1560
US,36,3240
US,6,464
US,0,0
US,260,30943
US,92,5670
US,774,113502
US,20,2029
US,33,1354
US,34,5754
US,271,13728
US,141,8967
US,197,11517
US,58,5123
US,28,2322
US,3,301
US,32,1483
US,20,1167
US,0,59
US,20,781
US,5,447
US,3,262
US,202,17603
US,218,26735
US,5,469
US,33,836
US,2,206
US,7,485
US,6,484
US,14,488
US,19,608
US,4,293
US,80,11324
US,7,230
US,2,337
US,4,360
US,10,303
US,17,567
US,10,280
US,23,709
US,7,368
US,15,1774
US,32,1424
US,11,1253
US,102,5795
US,19,1567
US,15,503
US,3,165
US,11,906
US,26,603
US,31,1810
US,17,727
US,14,346
US,19,2158
US,28,2280
US,7,520
US,2,128
US,13,704
US,0,32
US,52,5637
US,2,203
US,82,3739
US,11,348
US,18,1123
US,32,0
US,27,2033
US,204,10965
US,8,477
US,42,5558
US,2,248
US,62,3120
US,252,13128
US,107,5300
US,184,7754
US,61,6229
US,87,5519
US,181,7284
US,65,4903
US,642,44349
US,49,2353
US,61,4003
US,319,16311
US,271,23609
US,72,4784
US,236,10499
US,63,3157
US,112,4857
US,2299,127496
US,133,5995
US,100,5047
US,140,21004
US,169,9052
US,215,18884
US,51,3331
US,1524,143212
US,81,4851
US,54,3060
US,155,7717
US,264,18755
US,55,4060
US,1296,91634
US,139,7720
US,66,3172
US,38,1312
US,68,3017
US,72,4740
US,65,2584
US,103,3024
US,124,6650
US,58,3731
US,166,6625
US,120,5825
US,405,23411
US,111,7505
US,233,18952
US,80,4675
US,521,29089
US,849,47711
US,66,5031
US,626,24945
US,141,9888
US,281,18278
US,42,1800
US,86,5275
US,238,12658
US,47,1634
US,1103,61830
US,25,1356
US,47,3368
US,144,10729
US,40,1507
US,83,4100
US,42,2143
US,50,3676
US,126,9786
US,38,3299
US,223,14931
US,109,4536
US,105,4623
US,225,14400
US,170,8416
US,132,6249
US,120,8855
US,135,5854
US,98,5361
US,955,37986
US,1037,53261
US,500,18435
US,261,9788
US,5,0
US,49,6689
US,68,2857
US,17,1190
US,322,28104
US,111,6189
US,231,10779
US,81,4109
US,206,14542
US,57,2561
US,52,4310
US,7,1223
US,28,2364
US,6,495
US,58,3064
US,22,1233
US,84,7467
US,99,4525
US,201,20204
US,137,7767
US,85,7545
US,30,2152
US,2,281
US,472,37129
US,17,892
US,213,17645
US,16,792
US,23,2644
US,186,9158
US,106,4471
US,111,6273
US,14,610
US,6,387
US,144,8610
US,83,4236
US,134,7022
US,7,619
US,22,632
US,6,344
US,8,435
US,20,1630
US,30,1464
US,57,3416
US,18,797
US,40,1719
US,136,6098
US,43,2340
US,28,948
US,13,1170
US,71,6938
US,80,4067
US,72,5121
US,26,1802
US,24,1077
US,25,2478
US,81,5709
US,77,6537
US,97,4777
US,64,2446
US,47,2344
US,202,11480
US,24,1629
US,22,1495
US,32,2102
US,1379,103199
US,92,4968
US,95,5930
US,85,5371
US,0,0
US,55,2307
US,79,10420
US,82,5705
US,83,5920
US,138,9899
US,28,1465
US,12,432
US,214,13647
US,83,3352
US,64,5702
US,109,5877
US,35,3705
US,18,882
US,1273,93253
US,0,20943
US,147,10671
US,142,7142
US,23,1262
US,19,1437
US,38,3321
US,19,1489
US,23,4264
US,259,24848
US,21,1940
US,37,2975
US,57,3573
US,32,1889
US,16,1547
US,94,14959
US,154,9611
US,4,124
US,8,680
US,13,662
US,35,1533
US,220,19402
US,45,2963
US,129,7629
US,86,5932
US,8,535
US,221,21979
US,27,2514
US,83,9155
US,67,4298
US,364,30304
US,20,1606
US,633,48867
US,64,5671
US,2,120
US,17,1619
US,118,11885
US,0,0
US,34,2436
US,6,464
US,37,2180
US,267,32991
US,1,61
US,91,6683
US,192,10834
US,2084,111918
US,151,6566
US,408,17319
US,145,5107
US,1056,51737
US,346,14294
US,100,6420
US,1349,65813
US,433,19662
US,451,15722
US,10,344
US,178,6972
US,232,18032
US,839,44583
US,100,3478
US,166,9393
US,69,3968
US,138,6422
US,164,8276
US,547,22877
US,578,28979
US,1442,56601
US,43,3125
US,434,23142
US,336,14352
US,21,1470
US,383,17272
US,20,1581
US,44,3689
US,139,5578
US,185,7044
US,100,3652
US,91,2358
US,491,19784
US,1197,60700
US,231,8680
US,305,17528
US,883,43391
US,846,34548
US,306,12924
US,76,4023
US,274,10694
US,183,5741
US,332,16526
US,1760,76751
US,67,2121
US,735,39457
US,372,10473
US,102,4250
US,3840,167965
US,55,4459
US,27,1331
US,421,15899
US,87,3915
US,220,8655
US,22,481
US,62,2896
US,114,3409
US,0,0
US,91,6417
US,107,4537
US,110,2902
US,321,19888
US,84,4612
US,804,37406
US,54,2189
US,855,51588
US,0,559
US,0,2131
US,0,2550
US,0,1409
US,0,829
US,0,1191
US,0,3710
US,0,371
US,0,962
US,0,1398
US,0,12710
US,0,1481
US,0,7569
US,0,1475
US,0,2498
US,0,10722
US,0,1540
US,0,1532
US,0,507
US,0,875
US,0,1598
US,0,1068
US,0,853
US,0,1833
US,0,43
US,0,2635
US,0,1606
US,0,664
US,0,317
US,0,1037
US,0,460
US,0,5477
US,0,2582
US,0,1524
US,0,566
US,0,2464
US,0,2151
US,0,403
US,0,1396
US,0,2595
US,0,592
US,0,1000
US,0,324
US,0,1884
US,0,1501
US,0,997
US,0,1766
US,0,131
US,0,424
US,0,3154
US,0,2063
US,0,1654
US,0,1254
US,0,1820
US,0,972
US,0,432
US,0,401
US,0,668
US,0,4438
US,0,1179
US,0,766
US,0,2700
US,0,582
US,0,922
US,0,879
US,0,23363
US,0,2027
US,0,1766
US,0,567
US,0,4688
US,0,4897
US,0,3701
US,2928,3498
US,0,1082
US,0,2319
US,0,3705
US,0,173
US,0,865
US,0,1297
US,0,975
US,0,0
US,147,5470
US,371,20174
US,32,7732
US,2029,105102
US,18,15061
US,181,11109
US,43,3172
US,268,23498
US,16,1231
US,567,30427
US,59,1908
US,66,3348
US,249,24200
US,235,26576
US,45,1607
US,581,58112
US,176,8091
US,89,5391
US,121,6095
US,125,4383
US,155,5097
US,195,10351
US,93,5426
US,268,28517
US,48,3836
US,87,2973
US,456,23387
US,155,8448
US,1125,90991
US,177,9973
US,64,2760
US,697,53814
US,60,3524
US,164,10206
US,188,13630
US,176,9206
US,67,2254
US,581,47098
US,116,4599
US,67,4216
US,28,1211
US,121,6484
US,156,12861
US,276,12637
US,337,23842
US,648,60327
US,49,2178
US,910,52174
US,241,13924
US,0,0
US,84,3682
US,114,5004
US,429,40516
US,15,494
US,42,3039
US,9,416
US,29,1576
US,37,4550
US,95,5868
US,11,742
US,14,432
US,24,1416
US,4,145
US,23,1522
US,5,471
US,15,2009
US,83,4843
US,12,583
US,14,1048
US,68,3401
US,30,737
US,10,602
US,30,1600
US,9,478
US,14,527
US,17,740
US,14,377
US,42,1139
US,30,600
US,11,293
US,39,834
US,6,368
US,4,410
US,1,122
US,43,2647
US,29,951
US,1,145
US,15,324
US,16,288
US,0,109
US,18,845
US,20,1443
US,50,3598
US,78,9223
US,11,683
US,6,392
US,25,836
US,4,262
US,33,3591
US,2,277
US,10,317
US,369,33566
US,20,707
US,51,2181
US,212,16438
US,14,371
US,4,401
US,43,1442
US,3,356
US,26,901
US,2,372
US,3,148
US,33,1328
US,17,791
US,59,1249
US,0,0
US,43,2358
US,15,799
US,34,3236
US,9,351
US,185,10960
US,136,7985
US,44,2229
US,13,2992
US,216,20029
US,162,19375
US,67,5304
US,34,2385
US,91,4797
US,187,8873
US,58,6013
US,57,3006
US,80,4262
US,31,1267
US,104,6094
US,130,8940
US,54,3030
US,154,9298
US,1022,108017
US,59,3670
US,40,2110
US,136,8883
US,118,7275
US,90,6534
US,50,3022
US,94,6863
US,164,9403
US,103,5020
US,52,3578
US,184,10905
US,36,2299
US,182,11441
US,566,56336
US,15,932
US,70,4581
US,71,4828
US,134,8323
US,66,3412
US,82,4763
US,76,4774
US,52,4010
US,36,1555
US,36,2567
US,37,1748
US,132,8420
US,41,2970
US,725,65813
US,31,1871
US,49,4641
US,105,7991
US,29,2277
US,73,5734
US,77,7767
US,80,4726
US,273,15651
US,51,4916
US,69,5971
US,188,17125
US,112,8908
US,60,3927
US,24,1864
US,104,8257
US,245,27711
US,19,1251
US,41,3165
US,101,5749
US,108,25661
US,64,3985
US,31,1366
US,24,912
US,25,2719
US,188,14365
US,84,5892
US,125,8429
US,158,12364
US,475,54545
US,51,3984
US,30,2503
US,200,17120
US,1909,129948
US,41,3615
US,28,1748
US,353,22410
US,382,30827
US,112,10039
US,22,2861
US,101,19143
US,56,2664
US,36,2446
US,24,1021
US,92,7203
US,273,18733
US,37,3609
US,73,5302
US,78,4689
US,246,35375
US,285,24052
US,139,6881
US,49,2280
US,320,11621
US,52,2116
US,13,982
US,7,240
US,165,7541
US,45,2883
US,21,911
US,37,1946
US,129,12836
US,13,447
US,89,4823
US,551,33029
US,4189,293988
US,23,1040
US,2,33
US,43,2167
US,250,10723
US,649,53003
US,300,31853
US,19,996
US,7,200
US,41,1049
US,145,5860
US,51,2915
US,85,6603
US,115,7453
US,27,3398
US,47,1478
US,1792,60138
US,49,1812
US,17,683
US,106,3573
US,33,1161
US,41,7340
US,160,5862
US,18,1419
US,19,1232
US,15,378
US,13,601
US,41,910
US,921,114760
US,9,351
US,38,2274
US,378,16192
US,55,1821
US,9,666
US,76,4431
US,104,9260
US,9,205
US,14,704
US,15,725
US,31,882
US,11,375
US,26,1076
US,4464,358635
US,73,1941
US,66,2712
US,68,3168
US,15,490
US,845,91622
US,10,230
US,38,3567
US,16,459
US,49,1738
US,58,1736
US,426,22423
US,6,286
US,2791,142713
US,362,27840
US,79,5244
US,35,2385
US,120,4038
US,80,3398
US,15,373
US,30,1028
US,10,161
US,817,86304
US,27,1084
US,56,2490
US,59,3463
US,47,1760
US,547,56239
US,22,627
US,64,3107
US,3,142
US,19,568
US,63,3162
US,63,2984
US,387,13482
US,411,15523
US,79,4730
US,259,20470
US,168,6983
US,15,515
US,29,1096
US,24,1023
US,12,418
US,143,8798
US,7427,511277
US,128,7723
US,2,747
US,29,493
US,324,28686
US,3,623
US,236,7981
US,3150,109535
US,125,5331
US,117,3672
US,156,8324
US,126,4567
US,64,2492
US,108,5289
US,12,564
US,207,8929
US,74,2918
US,1,167
US,18,704
US,37,2349
US,113,3483
US,6,198
US,517,27397
US,17,799
US,133,6357
US,424,23631
US,61,2858
US,41,3362
US,318,20227
US,80,4341
US,2,56
US,3,115
US,106,5534
US,9,382
US,0,11
US,8,409
US,106,3897
US,19,282
US,30,1102
US,172,7232
US,86,2786
US,44,3135
US,81,2933
US,45,2682
US,50,2162
US,251,11076
US,91,3376
US,12,363
US,28,1459
US,60,2323
US,0,7
US,851,58885
US,25,720
US,35,2317
US,35,906
US,21,768
US,6,471
US,123,5402
US,376,12134
US,22,771
US,553,35596
US,5,103
US,131,6035
US,10,293
US,305,23080
US,63,3335
US,25,773
US,32,787
US,78,2546
US,744,75631
US,77,3155
US,42,1395
US,8,143
US,184,6478
US,153,7651
US,43,824
US,56,2012
US,1064,61645
US,29,1309
US,4,309
US,188,12220
US,91,3864
US,89,2543
US,230,19965
US,35,1442
US,38,1954
US,142,4989
US,493,20927
US,25,875
US,30,1125
US,312,20748
US,8,470
US,14,407
US,41,1094
US,46,3056
US,25,1059
US,1,79
US,52,2688
US,175,14718
US,48,1526
US,129,6796
US,54,810
US,32,735
US,43,2338
US,198,5834
US,24,866
US,7,321
US,68,2955
US,5,332
US,80,2511
US,12,273
US,549,28187
US,17,1286
US,315,10857
US,29,984
US,5,157
US,6,171
US,10,589
US,20,999
US,3934,310776
US,444,19315
US,3,88
US,59,1881
US,5,84
US,89,5016
US,317,22608
US,1185,107248
US,41,1326
US,53,2125
US,0,0
US,91,4934
US,11,470
US,82,5380
US,226,9778
US,154,6118
US,269,11905
US,148,10707
US,58,5488
US,25,1553
US,105,5131
US,841,53971
US,131,5334
US,12,660
US,409,18725
US,56,2043
US,100,4248
US,561,65584
US,95,6225
US,24,921
US,148,9393
US,159,4955
US,29,1049
US,51,2460
US,39,2051
US,48,2262
US,128,25493
US,82,11026
US,218,46109
US,1013,173214
US,39,2109
US,34,4508
US,315,34981
US,16,6182
US,52,9305
US,47,6082
US,0,1184
US,459,111371
US,25,5374
US,257,37148
US,8,1254
US,16,2404
US,8,1247
US,114,9147
US,2,328
US,40,2393
US,2,279
US,3,1021
US,3,955
US,13,1550
US,22,2676
US,0,21
US,17,2510
US,16,1691
US,18,1849
US,62,6071
US,57,3442
US,85,6732
US,142,12994
US,52,1637
US,38,1123
US,43,3634
US,29,1937
US,261,16872
US,90,7909
US,11,324
US,115,7963
US,10,849
US,39,3054
US,41,1912
US,27,1570
US,47,1892
US,34,2362
US,22,1015
US,116,5844
US,43,3272
US,81,3170
US,16,597
US,22,1046
US,58,4611
US,319,25197
US,472,33725
US,21,1104
US,62,2137
US,14,666
US,6,421
US,70,5411
US,10,605
US,155,5232
US,19,1200
US,46,2602
US,42,780
US,11,911
US,1140,84056
US,19,607
US,8,488
US,72,5807
US,23,1102
US,22,2196
US,84,4948
US,36,1316
US,107,9445
US,25,2547
US,53,1329
US,24,1615
US,53,3106
US,25,1720
US,40,1732
US,23,1635
US,26,1701
US,89,3242
US,193,12948
US,176,9941
US,96,7237
US,656,30243
US,130,5445
US,1,129
US,82,3212
US,74,3726
US,78,5802
US,21,2048
US,16,1542
US,7,506
US,19,917
US,48,2845
US,33,1346
US,285,30903
US,36,2454
US,18,905
US,158,8994
US,17,752
US,49,4580
US,11,1248
US,81,1807
US,14,757
US,71,2816
US,23,715
US,83,10375
US,14,1084
US,19,1858
US,252,17661
US,288,21357
US,38,942
US,21,968
US,8,384
US,56,2245
US,42,2793
US,61,2516
US,47,1704
US,93,4575
US,88,6633
US,18,1054
US,211,10819
US,18,2331
US,40,2463
US,33,4274
US,523,49744
US,72,3307
US,29,2572
US,2,461
US,12,1445
US,290,20670
US,152,9736
US,207,10074
US,49,1751
US,116,7838
US,42,2778
US,51,2654
US,65,2307
US,137,4982
US,97,3481
US,58,2136
US,129,12225
US,89,13700
US,72,2894
US,202,9471
US,9,524
US,23,1348
US,81,4519
US,0,0
US,450,43683
US,65,3826
US,118,6034
US,39,2767
US,29,1514
US,14,928
US,49,3302
US,111,3951
US,86,3469
US,61,4628
US,25,2684
US,37,2135
US,274,25798
US,85,8944
US,21,3144
US,349,33598
US,6,264
US,137,10231
US,26,4890
US,9,507
US,143,17142
US,7,174
US,108,12582
US,92,6140
US,36,2897
US,6,787
US,1768,139600
US,141,12731
US,41,4046
US,14,1341
US,93,7609
US,14,949
US,45,4110
US,47,3650
US,19,1426
US,10,1059
US,726,74671
US,0,266
US,88,8135
US,2,518
